Case number,Match Name,HorW,end_point_id,start_point_id,XG,start_index,end_index,num_shots,duration,distance_covered,number_of_players_involved,num_pass,zone_1_count,zone_2_count,zone_3_count,zone_4_count,zone_5_count,zone_6_count,zone_7_count,zone_8_count,zone_9_count,zone_10_count,zone_11_count,zone_12_count,zone_13_count,zone_14_count,zone_15_count,zone_16_count,zone_17_count,zone_18_count,zone_19_count,zone_20_count,zone_21_count,zone_22_count,zone_23_count,zone_24_count,Start_Zone,End_Zone,zone_transition_count,forward_movement_count,backward_movement_count,net_progress_ratio,num_opponents_front,distance_to_goal,shoot_angle,period,minute_absolute
427,LeverkusenVSVfBStuttgart_Away,0,e36045f1-0693-4d2c-9875-8cef880e2844,bf302c9e-a41e-45a8-89ef-db9532597c91,0.04765752,2214,2219,1,4.007713,22.07586587034701,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,19,18,1,1,0,1.0,2,26.40473442396269,18.520572186532583,2,48.46825
428,LeverkusenVSVfBStuttgart_Away,0,85e565bb-80fc-4a56-b3b1-b8ea24a6d904,c53cdbca-59fb-4604-abf5-74ae3c7b7b2d,0.093883015,2323,2357,1,22.325007,184.7586918161351,8,10,1,0,4,0,0,0,6,5,0,0,0,3,0,0,0,1,1,0,3,0,0,4,0,6,8,22,18,15,9,0.548726851851852,3,9.166242414424785,50.119650641391296,2,52.01311666666667
429,LeverkusenVSVfBStuttgart_Away,0,a861f4a3-b93a-43aa-93e2-54de347bd750,736d10be-a3d1-4075-b44b-541696755f25,0.07776846,2412,2507,1,95.97206500200002,693.7819370925235,9,30,0,0,7,5,1,5,2,6,6,0,10,12,8,5,6,6,10,4,0,0,1,2,0,0,17,22,40,33,28,0.5128956623681126,0,12.828094168659657,21.268340679748754,2,54.42715
430,LeverkusenVSVfBStuttgart_Away,0,8e4846a9-c97e-42b7-b219-023fec7d93d2,75bbb447-fe4b-443d-aafd-1ef1ab8af661,0.073421753,2744,2810,2,51.00373100000001,363.0268162101662,9,13,0,2,4,0,0,2,3,1,5,1,6,3,1,5,3,2,7,8,3,0,3,4,2,1,17,18,42,28,19,0.5030101053536873,3,28.358420266298324,15.67446821877434,2,60.15865
431,LeverkusenVSVfBStuttgart_Away,0,9da39a45-ab5c-4835-969e-e2f9fcf5678b,d388761d-6d70-4948-a99e-f8a6fe4c81fa,0.044807762,3280,3308,1,33.16695,177.79627624663038,6,7,0,5,1,0,1,0,3,0,0,0,0,2,0,0,0,0,0,1,4,2,0,0,3,6,2,23,19,10,11,0.5436535589845695,2,19.833809518093084,20.53017683942352,2,72.14975
432,LeverkusenVSVfBStuttgart_Away,0,6027b96c-f6af-4db5-a43f-374ef60d6c2e,9448b610-9d17-4433-91a5-c38c2d8c0066,0.06837945,3894,3923,1,15.659250000000002,168.74116592759964,10,8,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,2,0,0,0,1,0,2,5,3,12,22,14,10,10,0.5413440265486726,6,15.211837495845138,31.58962250394917,2,87.02038333333334
433,LeverkusenVSVfBStuttgart_Away,0,fb3e4261-26e0-45e3-8f54-a7ce7661e65e,b1fc2ae5-1ba1-41e3-b075-138b6933a847,0.102523787,3928,4022,2,82.68704299999999,619.3216222927251,10,29,1,2,2,1,0,0,5,0,1,0,2,0,16,25,3,5,9,7,6,2,0,3,2,2,16,22,40,29,34,0.5154135338345864,2,10.200490184299971,31.981082837142296,2,89.32738333333333
434,LeverkusenVSVfBStuttgart_Away,0,e7cb1597-fdbd-4607-a3ce-70d0a1bf097d,e4d1c801-91d0-4486-bb87-56371b2d945f,0.015310748,4084,4156,1,52.625288,406.2364302855234,10,20,0,0,1,0,8,0,2,3,4,1,3,13,2,0,4,20,6,1,0,3,0,2,0,0,3,22,33,32,20,0.5735357296290993,0,20.048191938426765,13.026779580814765,2,93.5079
435,LeverkusenVSVfBStuttgart_Home,1,dc0ac988-3f23-4b8e-be6f-1342dc6679c3,dd2b2f2a-ad7f-4c58-adaf-c6f50f9d9349,0.027028669,259,273,1,27.065286999999998,145.48687050752142,3,3,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,3,19,7,6,4,0.5970695970695971,3,30.900000000000006,15.866042832867356,1,5.090033333333333
436,LeverkusenVSVfBStuttgart_Home,1,36015584-f450-4dc3-85b1-dca672169d80,543aacf7-373d-4644-8663-5ca5d8a7484c,0.22501284,364,371,1,7.807150999999999,54.510119055358224,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,2,0,13,23,4,4,0,1.0,0,14.920120642943873,24.10001452194704,1,7.220433333333333
437,LeverkusenVSVfBStuttgart_Home,1,ada34db0-2814-449f-9d43-3e47f9452fba,9365cb2f-cc95-4537-9995-794b58aa9224,0.07205808,902,915,1,17.118519999999997,127.19513905943974,4,3,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,4,0,1,1,0,0,0,2,18,8,4,5,0.6188907193849532,3,21.18537231204587,22.894475394271684,1,19.243616666666668
438,LeverkusenVSVfBStuttgart_Home,1,114ea3d5-b95a-4069-b461-c8eef8f45645,114ea3d5-b95a-4069-b461-c8eef8f45645,0.027360361,1117,1117,1,1.168931,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,19,0,0,0,,1,26.42820463065927,17.372364337155503,1,23.7089
439,LeverkusenVSVfBStuttgart_Home,1,1fdcee24-c37c-4e31-b1de-6f62e9fafc4b,81382574-913c-4f28-b44d-b82460f86c0b,0.60390403,1214,1242,2,18.217921,181.27359639144964,9,7,0,0,1,0,1,1,0,4,10,3,0,0,0,0,0,2,4,0,0,0,0,3,0,0,9,22,16,14,8,0.5654123298638911,1,12.36931687685298,37.54472769510177,1,28.60345
440,LeverkusenVSVfBStuttgart_Home,1,ec11ccd2-e976-4b5e-be7b-958599a7a146,efef2979-d0be-4508-a7bc-0486f92b1c74,0.011808117,1779,1840,1,43.326300999999994,319.9887478139707,10,18,1,1,0,0,1,2,4,3,3,4,3,0,0,2,11,5,2,1,4,9,0,0,1,4,6,19,36,25,21,0.5272644098810613,3,32.08317315977333,13.509791707353108,1,44.303666666666665
441,LeverkusenVSVfBStuttgart_Home,1,77d729d7-8cde-43cf-aedc-e71c4139f936,9c9d1781-64c8-4e09-95e5-0c7ccaea7bef,0.06304603,1848,1919,1,56.91943,458.2186168933396,10,21,0,1,0,2,0,1,6,0,1,3,6,2,0,1,6,10,7,12,0,6,6,2,0,0,11,18,32,25,24,0.5213065680577568,4,26.2682317638626,17.041296420464004,1,46.82268333333333
442,LeverkusenVSVfBStuttgart_Home,1,1c715553-ddc6-47ca-8cd3-b47a22b98998,b7e4d4df-fe31-49c2-ba68-cc4e1ad301db,0.060058244,2519,2569,1,45.919157999999996,317.5987854223293,9,13,1,1,0,1,1,0,0,6,0,0,5,0,0,3,3,0,4,0,0,6,7,3,0,8,8,22,23,20,16,0.5342947892522962,1,20.54190838262112,19.51179335839066,2,60.95948333333333
443,LeverkusenVSVfBStuttgart_Home,1,8ce85e91-7595-4105-b1b9-fbef9a514cbb,2b0b149c-11a4-43d2-ab8c-de7bee0ec96f,0.250181085,2660,2679,2,19.914165999999998,119.60948036552679,4,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,4,7,23,12,8,7,0.5429728166570271,1,10.822661410207754,38.78599857677893,2,64.82335
444,LeverkusenVSVfBStuttgart_Home,1,469fb32d-eee2-42ac-a5f7-f41fce3ab06a,f7de594a-a3a2-4943-be09-5b492f72a2c0,0.034692705,2742,2754,1,11.748744,79.08848285945645,2,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,7,0,11,23,8,5,4,0.5443554480882575,2,21.9184853491294,19.41202293793736,2,66.58203333333333
445,LeverkusenVSVfBStuttgart_Home,1,c9c21a0c-8bf4-4ac5-9751-191b24ff6492,cce3df94-ed56-479a-ae84-15b7ee4aa2ca,0.06547359,2826,2840,1,14.768599,113.87690738753814,6,3,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,3,7,19,5,6,4,0.6385298869143781,6,26.732751448363857,17.702232078159295,2,70.53831666666667
446,LeverkusenVSVfBStuttgart_Home,1,815b0d8f-5e2f-4186-975e-1d6b3034e4ce,c2f0765f-3abc-4b95-8057-8b06dc42a3d2,0.2119004,3739,3757,1,11.940181,108.284206,5,5,0,0,1,1,0,0,2,1,1,1,1,1,1,0,0,0,0,3,0,0,2,1,3,0,9,22,15,10,7,0.546263966480447,6,9.600520819205586,48.31140957377617,2,95.99871666666667
447,LeverkusenVSWerderBremen_Away,0,f3a5dcb2-514c-43ee-bb5d-ddaceed64808,327f51ec-d047-43d8-853a-93876b494273,0.05523184,552,571,1,13.332088,88.31557711430432,5,4,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,2,3,0,0,0,6,0,0,14,18,9,9,4,0.5307986053461731,3,21.9184853491294,22.21150123593309,1,10.1112
448,LeverkusenVSWerderBremen_Away,0,c0ffe323-fd27-4ae3-9adb-2cecfa487eca,b332ad1c-fba0-45fe-9163-564dda0af422,0.27685362,902,932,1,20.487382999999998,166.58291402682494,7,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,6,0,0,0,13,0,1,3,1,20,22,10,9,10,0.5302818866871337,3,10.580170130957253,44.07253874214239,1,16.748083333333334
449,LeverkusenVSWerderBremen_Away,0,b3632fea-207b-41be-b62a-9d4f32fb05ea,00e7b242-0d4c-40b6-b0ee-c88bc201d607,0.018820362,1128,1193,1,48.899868999999995,300.7921363757957,9,13,0,0,3,0,3,8,5,4,7,6,0,0,7,0,3,0,3,10,4,0,0,3,0,0,9,18,34,26,19,0.5152195444040937,2,34.105278183882334,14.105740236042664,1,20.8878
450,LeverkusenVSWerderBremen_Away,0,3043863b-a979-4347-811c-eaee227cc2df,7d452285-c518-475f-87b9-02a9f1535e4d,0.042072985,1635,1697,1,51.132562,317.2982126649954,11,16,0,0,2,0,1,14,0,0,14,5,2,1,0,0,2,11,0,0,3,0,0,0,5,3,3,23,24,26,16,0.6021804685687776,2,21.717504460687923,16.714680261047597,1,30.393683333333332
451,LeverkusenVSWerderBremen_Away,0,f229c20b-f5e8-41f6-9162-6d72055acad0,53d5809a-ed8c-4f59-873c-4dbe6dad82cb,0.08324678,1924,1955,1,20.197491000000003,190.02431038503838,8,9,0,1,1,0,0,1,11,8,0,0,3,0,2,0,0,0,2,1,0,0,0,0,2,0,3,23,16,14,8,0.5910385418644389,5,9.20489000477464,50.12371940053004,1,36.742866666666664
452,LeverkusenVSWerderBremen_Away,0,658c81ac-b0b2-42f3-80b7-333f1e47fd17,31c5665a-3a48-48d9-b2d8-bdb17195b6f1,0.15434064,2115,2167,1,52.704689999999985,438.5223432685508,9,18,0,1,2,0,0,0,1,0,8,3,7,1,9,5,1,0,1,5,1,0,2,3,2,0,2,23,27,19,17,0.5596169566740629,1,13.2310241478126,30.952075844165954,1,42.003683333333335
453,LeverkusenVSWerderBremen_Away,0,4006cc6d-1c54-41d2-8ae9-e5c0b030a318,e438f794-b2b6-4c15-b1fb-2ee25f2bc845,0.035866685,2521,2538,1,24.669424,173.04648824645108,4,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,2,1,0,1,0,0,2,1,4,17,22,9,8,4,0.5740144810941271,1,17.54137964927503,22.488125115828762,2,48.6421
454,LeverkusenVSWerderBremen_Away,0,37f1ef70-3ccc-4b47-83e6-97a1b96968e4,cc974c4e-b52c-471f-b951-9e05a52333f9,0.109911814,2733,2837,1,92.22899399999997,683.029077818096,11,32,0,1,0,0,0,5,10,6,4,16,16,11,6,11,1,10,1,1,0,1,0,0,5,0,7,23,43,40,34,0.5445101906640368,3,18.185983613761454,24.73413483100422,2,55.362566666666666
455,LeverkusenVSWerderBremen_Away,0,1b88ef62-a526-4845-95e9-69eca2a98021,ea778638-9701-4c59-8218-b440f3d6321d,0.05372837,3451,3463,1,14.282426,124.43664963729998,4,4,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,3,1,0,0,3,0,0,3,22,5,7,1,0.9631901840490799,1,15.915401345866208,20.329769642257837,2,68.5281
456,LeverkusenVSWerderBremen_Away,0,070d6d04-646d-465d-a6d0-a9dcedf441d8,e34c0741-8dab-4b80-adcf-62639c61e602,0.051634267,3661,3726,1,59.65649199999999,350.3654831851435,9,17,0,0,1,7,0,0,0,1,16,2,0,3,3,0,0,6,7,3,9,0,5,2,1,0,9,22,34,25,22,0.5286736909836725,1,12.714165328483032,20.460134722982545,2,75.06226666666666
457,LeverkusenVSWerderBremen_Away,0,ca5084f2-ddff-45ed-b303-378debb46f7a,95b9681b-1ba7-4a9d-8877-45582ef6aa2e,0.05139328,3961,3999,1,38.649398999999995,274.3213997120625,8,10,4,6,0,0,2,6,3,0,0,0,0,2,0,0,1,0,0,5,5,0,0,2,1,2,2,18,22,20,8,0.5555691404817215,2,22.81600315568001,20.58972028555395,2,81.55709999999999
458,LeverkusenVSWerderBremen_Away,0,8b5960c9-32a2-44ad-a08f-b1c37e2aa365,f883a62e-69bf-4806-8df2-5ef87be6c019,0.08115759,4214,4229,2,16.905528,124.48705572443495,3,3,0,0,1,0,0,4,2,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1,3,0,6,23,9,8,3,0.5813997717763408,1,18.909521411183306,19.705361140571377,2,86.98425
459,LeverkusenVSWerderBremen_Away,0,5574850e-2480-4ccf-891e-d112e848ded4,1a8454ad-9cee-4baf-a1c8-8cd9c5181891,0.07680104,4384,4449,1,67.633999,413.8861413359803,10,18,0,2,0,0,2,2,2,0,5,10,4,4,10,0,0,5,1,3,7,0,0,5,4,0,6,22,34,22,21,0.538135593220339,1,14.88388390172404,26.39837971107277,2,91.37463333333334
460,LeverkusenVSWerderBremen_Home,1,bbc2c68d-c096-483d-abf4-32c0175a0f55,1da0bc9f-2291-4657-8f74-68c97e47d406,0.14338115,441,480,1,51.18257299999999,347.82375191213913,6,12,0,2,2,0,1,3,2,0,5,3,7,3,3,0,3,1,0,0,0,2,0,2,0,1,7,22,18,18,7,0.6149718957588145,1,8.450443775329202,41.33462959999908,1,7.68255
461,LeverkusenVSWerderBremen_Home,1,b2c3d59d-3bef-4f8a-ad86-26b69940c64e,0166c352-4442-4299-84d1-08d58983b6ac,0.052781336,632,684,1,43.435525,315.8060215551823,9,16,0,0,1,1,0,0,2,1,1,8,8,3,9,3,0,0,9,0,0,0,3,1,2,0,7,23,22,19,13,0.5561165608770918,1,9.590099061010784,35.580130914517106,1,13.267883333333334
462,LeverkusenVSWerderBremen_Home,1,0247fb51-7bf7-4be6-82d7-bf63892bdd53,17bfecd5-1617-4b4e-a9ba-ab6c0ebd5081,0.050935757,828,854,2,14.468930000000002,152.14386981241037,6,7,0,1,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,3,9,3,0,2,0,0,15,22,15,8,10,0.5289745354439092,3,12.280065146406997,32.5421277161822,1,16.5266
463,LeverkusenVSWerderBremen_Home,1,cf7357c9-3bd6-425f-ac34-ef7f11897394,18c655f5-5c6a-40b0-8aeb-aa30056433da,0.7835,1111,1193,1,79.20080600000004,591.5570429638298,10,23,3,0,2,0,5,4,6,0,4,9,11,0,0,3,14,8,0,0,5,2,0,1,1,4,5,23,43,35,23,0.5332348596750368,0,12.0,39.4783616717897,1,24.453616666666665
464,LeverkusenVSWerderBremen_Home,1,7350b239-c1ab-44b2-9c25-0387553bd338,ca0f6553-1f31-4679-bda6-329b88bb60e2,0.48309577,1277,1319,3,35.553056000000005,341.34802439760426,11,12,0,9,0,0,0,3,0,0,5,1,3,6,1,0,0,3,0,0,0,0,0,0,10,0,13,23,19,17,14,0.523486721429141,3,4.957822102496216,79.2675356511758,1,28.384333333333334
465,LeverkusenVSWerderBremen_Home,1,be78c5ab-d396-4c44-8253-d48373ead6b3,e2cb8487-400c-4940-bffb-8f0675220fbe,0.09542403,1486,1521,1,19.005343,170.98289439226187,8,6,0,5,2,0,0,0,1,0,0,1,9,0,0,3,1,0,0,2,0,0,0,4,5,0,2,23,16,15,10,0.5695013887051977,4,11.677756633874498,37.76563907465334,1,34.85203333333333
466,LeverkusenVSWerderBremen_Home,1,8cf6ed6f-59f8-455f-8930-f5b71f06c180,eeef4f4e-654d-4668-991e-5b8584edc8b9,0.07415738,1660,1696,1,47.963277999999995,293.01753296153225,8,8,0,6,1,0,9,6,0,0,1,0,2,0,0,0,0,2,0,0,0,6,0,3,1,0,2,22,20,14,12,0.5420535714285714,1,14.27795503564849,17.77803271072689,1,37.67401666666667
467,LeverkusenVSWerderBremen_Home,1,68ccb2b1-d605-4f46-a725-de0ab09acb96,cb43ca7b-3bdf-413e-a719-0b1a4a557e77,0.06755266,2003,2009,1,3.774806,58.15551900313994,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,20,23,4,2,2,0.5396243701328447,5,10.028459502834925,46.105149688343836,1,43.612383333333334
468,LeverkusenVSWerderBremen_Home,1,df7d8278-f139-4102-9e6e-3c77d3d575c3,03d2f72e-c1e4-433f-9295-00de211e7d72,0.02420186,2910,2972,1,46.33686500000001,340.84177011886925,10,18,0,0,3,0,0,0,2,0,0,0,3,1,6,20,3,0,3,7,6,2,0,3,0,3,15,18,30,22,21,0.5089009611366485,4,26.711046404062873,17.9872278005345,2,58.18045
469,LeverkusenVSWerderBremen_Home,1,96146263-06f4-4694-8e44-44658af8b8f5,680efeb4-8b6a-48f4-bf88-b83c9e40e773,0.031472735,3007,3023,1,22.314401999999998,146.05641640859142,3,3,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,3,2,2,0,0,0,3,0,0,8,18,8,6,5,0.5898834614430946,3,27.01499583564654,18.102836863792636,2,59.307966666666665
470,LeverkusenVSWerderBremen_Home,1,7b3398ab-6dae-42ec-8b11-0cd333d6b085,8f85e77e-8b00-4d45-96b2-45b63f1dacec,0.07621976,3087,3137,1,50.029202999999995,364.0579319074486,9,15,0,0,4,0,0,3,1,0,3,8,11,6,3,3,0,0,1,0,0,0,3,5,0,0,11,22,21,22,11,0.5613001745200698,3,17.200290695217916,23.047309836478203,2,64.1772
471,LeverkusenVSWerderBremen_Home,1,5085715b-09f6-403c-8b67-a546bcfed0ec,793edaff-e2d1-4aba-8079-9db742f57278,0.042012483,3183,3284,1,81.980493,565.852809390615,10,26,3,3,1,0,1,4,1,0,1,10,9,5,7,9,8,2,7,6,7,5,0,2,7,2,19,19,56,35,36,0.5025762780359668,3,26.500188678573593,18.457971928197765,2,67.42333333333333
472,LeverkusenVSWerderBremen_Home,1,ec3f4afc-df7d-4a53-98a2-508e21c040eb,5f1a6bb6-582d-49fe-97d1-b50a69168819,0.109270036,3310,3348,1,58.887413,365.6146048586365,7,12,1,1,3,0,0,5,2,1,0,3,6,3,3,0,1,2,3,2,0,0,0,2,0,1,3,22,21,18,10,0.5796865759905381,0,12.822246293064252,23.88286778468466,2,70.28696666666667
473,LeverkusenVSWerderBremen_Home,1,0af7b077-170b-4ca3-a61f-4ecb4aba33d1,0af7b077-170b-4ca3-a61f-4ecb4aba33d1,0.17347074,3438,3438,1,0.282564,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,23,0,0,0,,0,16.346559270990333,22.566627655709432,2,71.5243
474,LeverkusenVSWerderBremen_Home,1,d6a308ca-0f8f-44d5-ad64-aa8870e489ce,2836d14d-322f-44ef-8fa2-e409f8d4db41,0.06844198,3853,3887,1,35.37880399999999,256.56818288106894,8,10,5,2,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0,3,3,1,0,3,11,0,7,23,14,10,10,0.5618414653914735,4,18.69358178627093,25.587502579116283,2,80.38018333333333
475,LeverkusenVSWerderBremen_Home,1,4a223f2d-3c3f-4655-b561-9c43a03b0f42,1a9ac984-0874-45e5-9fd4-52a3f3b9fef9,0.43832713,3976,3984,1,9.20807,89.79857619962287,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,7,22,2,5,0,1.0,1,17.14526173611824,27.148402670464655,2,82.49643333333333
476,LeverkusenVSWerderBremen_Home,1,dcc0c591-7ebd-4e42-8206-04bfefa94f33,0fbabdb2-aa63-47af-a293-c8a7e4ba0366,0.28999847,4213,4220,1,12.279843999999999,90.38232473600053,2,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,6,23,5,4,1,0.683698296836983,2,16.198765385053264,25.653893869272597,2,89.41798333333332
477,LeverkusenVSWolfsburg_Away,0,ceb3caa1-56d5-4fed-a5f7-845b5dfabc79,c20ec538-b95e-4fde-bd21-1e0819073174,0.030106671,329,453,1,99.62435402900006,725.8088122179988,10,36,1,2,1,3,0,0,0,3,0,3,3,0,5,29,19,2,27,7,5,4,3,2,2,3,11,22,48,45,32,0.5157941486704047,1,13.514806694880992,27.452330124389754,1,8.047016666666666
478,LeverkusenVSWolfsburg_Away,0,a26dc878-b726-4fa6-8401-45b5b3a5b145,74cd3adf-af9f-439c-9a75-34b5ca3d11f0,0.40232337,623,628,1,12.393176,110.29470509386155,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,6,23,3,3,0,1.0,0,4.8507731342539655,64.22845666741861,1,12.084966666666666
479,LeverkusenVSWolfsburg_Away,0,e773b1a9-8875-41ef-8799-2404acba0bb0,e27593c7-5a1f-400e-8dff-de688c5c9209,0.04211412,1216,1292,1,84.48367700000003,568.0011872774203,10,18,0,6,3,0,4,6,17,4,0,12,3,5,1,1,7,0,2,4,0,0,0,2,0,0,7,22,41,27,24,0.5347124117053481,2,21.22686976452251,19.026131551416427,1,26.638183333333334
480,LeverkusenVSWolfsburg_Away,0,f4c7c89d-26a5-4b3e-9a59-b97c17301343,e92d55d8-69e6-47d6-951e-a7048402fd2f,0.04637706,1417,1426,1,9.846453,113.85891157581705,4,3,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,3,22,6,6,1,0.9821782178217822,3,20.988091861815352,21.296419000976893,1,30.294416666666667
481,LeverkusenVSWolfsburg_Away,0,c6fe0c0f-32f4-4c9c-8b95-ec654099dc48,81c28778-a84d-442a-ac59-9b9ab3916abc,0.084550664,1814,1938,1,109.38646200000002,902.9230935193013,11,39,0,4,7,0,0,5,4,0,5,20,10,12,6,9,10,13,0,0,6,6,0,3,2,3,15,23,58,47,38,0.5187558612066271,0,18.591395859375382,17.532996273670875,1,43.331516666666666
482,LeverkusenVSWolfsburg_Away,0,db3d42f2-0415-41c9-b6c5-db9181ba6181,38ccf6dc-b547-485e-8ab7-0e89311f652b,0.19148658,2382,2427,1,34.082698,250.3442578630175,8,12,1,6,3,0,0,3,0,0,0,2,3,0,0,0,2,2,0,2,7,7,0,0,6,2,2,23,29,22,12,0.5440363990900227,2,6.576473218982951,58.04607333244236,2,52.190983333333335
483,LeverkusenVSWolfsburg_Away,0,2e994f6e-3670-424c-b287-a22c2e36c490,14fb8f7c-3a72-49e4-9f25-f968f1effe7f,0.13167426,2737,2768,1,27.622677003,205.1149719381183,8,9,0,1,0,0,0,0,2,1,0,4,1,2,0,8,4,4,0,0,0,2,0,0,3,0,14,23,14,10,12,0.5526944518184232,1,17.246738822165774,22.17437019995814,2,60.429
484,LeverkusenVSWolfsburg_Away,0,510a9df3-c49b-4eee-b8f9-0effd90ccb23,808bdce4-8bf7-46b4-a096-379cc3ad2857,0.12249167,2777,2810,1,36.068384,200.1775264383793,7,8,0,1,0,1,0,2,4,5,0,0,2,0,0,1,0,0,0,3,9,0,1,2,3,0,8,22,18,13,11,0.5419995681278341,0,17.358859409534947,24.98221485785205,2,61.58936666666666
485,LeverkusenVSWolfsburg_Away,0,71c0e30b-f325-4af5-ac2d-2ba7c7405be2,ba3f1aa9-90db-492e-8c79-a4f5398fcec1,0.32977146,2907,2971,1,50.78740699999999,390.6932949310369,9,18,0,5,0,0,0,2,6,0,3,6,3,4,4,14,4,5,0,5,0,1,0,0,3,0,2,23,32,27,18,0.5663328302922211,1,11.164676439557034,37.9232064856337,2,66.0563
486,LeverkusenVSWolfsburg_Away,0,9cce3988-35c0-45ef-ba65-2ff852e2f474,c2086b3d-becc-4063-a37c-5eb5988a0a97,0.050510947,3011,3049,1,38.205039,327.669691335985,8,12,0,0,1,0,0,0,2,0,0,2,12,3,0,5,2,6,0,4,1,0,0,1,0,0,3,22,22,19,10,0.5801020408163264,3,19.2634368688456,24.66661321517625,2,69.09648333333334
487,LeverkusenVSWolfsburg_Away,0,8b5eef3f-9872-4b71-b75d-98ed4d322bed,58f6e240-6659-4c70-9fb5-117b5ac856c9,0.479018415,3197,3356,2,125.97963899999996,1033.0397617260908,11,45,0,10,3,0,1,4,0,2,4,6,5,7,3,5,22,13,3,0,16,28,6,1,10,8,3,19,73,54,56,0.5177891504605937,5,22.120578654275757,21.378405422546702,2,77.36191666666667
488,LeverkusenVSWolfsburg_Away,0,7234011a-02b8-43c5-b25a-4c3d7e0d6d44,ba11f453-144a-4782-b9ed-3f16d44bdf42,0.0522467,3690,3713,1,15.599549,83.97835244097284,5,6,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,2,3,3,1,4,0,6,0,0,16,22,11,9,7,0.5287381158167674,2,19.00657780874822,20.52661909840573,2,86.71603333333334
489,LeverkusenVSWolfsburg_Home,1,46bc3015-e2de-4dba-8de2-e8b49de20c99,20e1c9dd-40f1-4c1c-8ca9-1465a35e46e5,0.026901074,734,847,1,106.439731,722.2451634390115,10,37,0,0,0,0,0,0,2,0,2,4,15,7,20,8,14,18,14,2,5,3,0,0,0,0,9,19,36,42,31,0.5538692461641095,2,25.860007733950894,15.331895999196163,1,16.091666666666665
490,LeverkusenVSWolfsburg_Home,1,607c9e9d-c0a7-466d-a095-16e6b6b0d836,feea25f4-ddd7-4753-8222-6b59d72d57fa,0.162673621,1150,1233,2,63.863005,435.4732858999241,9,25,0,1,4,0,1,0,2,0,5,0,0,1,14,6,12,3,7,8,1,7,8,4,0,0,9,18,32,28,28,0.5157497210539868,5,26.375936002348805,18.49379045825064,1,22.237816666666667
491,LeverkusenVSWolfsburg_Home,1,7ae6b656-d1fc-4266-8ba8-0e1335343bab,f92dd0ea-4639-4563-8852-544d87aaa662,0.69061685,1613,1674,1,52.924078009999995,424.7278258457353,9,19,0,2,3,0,0,1,2,0,2,3,1,0,11,0,3,0,2,4,9,7,3,3,6,0,6,23,25,23,19,0.5422412912452753,1,3.3241540277189343,105.2065361011877,1,36.57898333333333
492,LeverkusenVSWolfsburg_Home,1,ec85fe91-d865-4a21-a6a2-f990d1ee9fca,c3db09fd-6645-40bb-a0f2-381ec1a732a4,0.24881874399999998,1679,1817,2,99.87041599999999,726.8918911636497,9,44,2,0,1,0,1,4,0,1,3,4,0,0,6,8,18,18,5,0,23,23,0,0,2,18,13,19,58,48,44,0.5039672998316904,4,30.768815381811493,15.35667434680883,1,40.189033333333334
493,LeverkusenVSWolfsburg_Home,1,d7fa937d-364f-4e4f-b725-0f06f75c9ea2,7418ebac-5270-4114-8e24-8a343bca64c7,0.020283904,1834,1908,1,52.31314,443.01326259708725,9,23,2,0,0,0,0,3,1,1,4,5,2,0,6,3,2,4,21,8,1,3,8,0,0,1,1,18,28,26,18,0.5623999999999999,5,31.58354001691388,15.440984933588028,1,42.93215
