Case number,Match Name,HorW,end_point_id,start_point_id,XG,start_index,end_index,num_shots,duration,distance_covered,number_of_players_involved,num_pass,zone_1_count,zone_2_count,zone_3_count,zone_4_count,zone_5_count,zone_6_count,zone_7_count,zone_8_count,zone_9_count,zone_10_count,zone_11_count,zone_12_count,zone_13_count,zone_14_count,zone_15_count,zone_16_count,zone_17_count,zone_18_count,zone_19_count,zone_20_count,zone_21_count,zone_22_count,zone_23_count,zone_24_count,Start_Zone,End_Zone,zone_transition_count,forward_movement_count,backward_movement_count,net_progress_ratio,num_opponents_front,distance_to_goal,shoot_angle,period,minute_absolute
136,LeverkusenVSBorussiaMönchengladbach_Away,0,1139940d-789e-461e-983e-036dddae7e81,4ce4266c-461d-4b8e-b837-e70efdd1484a,0.044252444,1683,1691,1,6.6046819999999995,39.5270881832831,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,2,20,23,3,4,1,0.7418478260869565,4,21.28966885604377,20.526728052910148,1,40.456916666666665
137,LeverkusenVSBorussiaMönchengladbach_Away,0,55ead603-af88-4f99-89d1-11b1c3ae177b,f0b36d25-f33c-44d6-b6bd-547a35fc4df1,0.20104417,1776,1784,1,6.4826749999999995,51.19016332950773,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,15,23,1,4,1,0.9938016528925621,2,11.016351483136324,41.59918702699571,1,42.647466666666666
138,LeverkusenVSBorussiaMönchengladbach_Away,0,62817480-1c22-419f-a348-6a7aa4757f95,7ca17c63-7396-4d41-9665-daeeb3f0202c,0.0903727,1925,1935,1,9.326187000000001,52.29490671671961,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,14,22,6,4,3,0.5431852221667499,3,16.662832892398583,28.29906797084388,1,45.13296666666667
139,LeverkusenVSBorussiaMönchengladbach_Away,0,e2a50255-e1bf-48e0-98e4-d86d96fe15a1,31c6af61-3654-480b-b692-952d0adaa98d,0.42608398999999997,1947,2005,2,35.07338300000001,336.8654463881517,8,16,0,1,5,0,0,0,1,0,1,4,8,0,13,14,4,0,2,1,1,0,0,4,0,0,13,22,30,23,17,0.5280660876932853,2,4.58802789878179,86.21112702646808,1,46.791466666666665
140,LeverkusenVSBorussiaMönchengladbach_Away,0,22fddac8-50b0-441c-b551-e3456b0e15c1,d3abf211-55ec-4e0c-9da3-39db6dfe97bb,0.16639715,2041,2061,1,16.733756999999997,141.50983573899896,6,5,0,0,0,0,5,0,0,0,0,0,1,1,2,5,0,1,1,0,0,0,0,0,5,0,5,23,8,8,5,0.7693682955899881,4,9.900505037623075,44.596252579161956,1,50.35443333333333
141,LeverkusenVSBorussiaMönchengladbach_Away,0,7cd2a8e8-cdf3-4b5a-9c57-453f63dcccb8,2f712487-988e-4583-8896-4f48de7803c9,0.21587738,2399,2420,1,22.222725,177.5028352252551,6,5,0,2,1,2,0,0,2,6,0,0,0,0,0,0,0,0,2,2,0,0,0,3,2,0,2,23,12,12,3,0.6257608960311664,1,13.232157798333576,28.08420146047736,2,51.49515
142,LeverkusenVSBorussiaMönchengladbach_Away,0,ffc61678-fba6-4df8-a412-83e555c9fca5,cc545bc0-27dd-4758-ad96-9702517b7ff9,0.23531614,2467,2478,1,11.572308,84.20197080881988,3,2,0,1,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,0,1,0,0,0,2,0,12,23,6,5,2,0.6293650793650793,1,13.51924554107957,33.45319765865367,2,52.57175
143,LeverkusenVSBorussiaMönchengladbach_Away,0,ee957b56-86df-4fa1-8bdd-9bc7feeebffa,4c3af2ca-466b-4c3c-a09f-3f96139d77c4,0.067177616,2523,2566,1,36.971614,315.575481459043,9,14,0,1,1,0,0,2,0,0,6,6,6,3,0,4,1,2,0,0,2,5,0,0,2,3,3,23,21,17,10,0.6484641638225256,2,17.575551200460254,27.162380072311436,2,55.086533333333335
144,LeverkusenVSBorussiaMönchengladbach_Away,0,3ac9442d-4761-434a-8409-bb118a57061a,439ec6a7-60f1-4b1b-ac85-d31d5c5901ea,0.075248732,2585,2605,2,15.512143000000002,115.68724915045954,5,5,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,3,3,2,0,0,0,4,0,13,18,9,8,5,0.5173814898419864,3,31.541718405946114,15.198732937624243,2,56.08188333333334
145,LeverkusenVSBorussiaMönchengladbach_Away,0,472065ff-587c-4477-a070-5970ed2ebf65,d783cb35-ee10-4d8b-8981-04bbbe1e5803,0.101688564,3291,3343,1,48.184572020000004,320.266277422567,9,14,0,1,0,0,0,3,0,0,10,3,10,4,1,1,4,9,0,0,4,0,0,0,3,0,6,23,24,21,15,0.5745658835546477,2,14.458561477546787,29.07440217186093,2,73.0333
146,LeverkusenVSBorussiaMönchengladbach_Away,0,251eb8fc-dd8b-4b21-9db3-5f5c97499d07,fb0312e1-7ecc-40f2-9b5c-cf9b2669938c,0.31652135,3852,3890,1,29.142866,172.69697384793216,6,7,0,1,0,0,1,2,9,0,14,0,0,0,0,0,0,7,0,2,0,0,0,3,0,0,7,22,19,16,10,0.5637848082810906,2,12.396773773849384,36.94154411356353,2,83.97488333333334
147,LeverkusenVSBorussiaMönchengladbach_Away,0,f95aaf60-8e75-4bf5-a51f-b0626254f979,7a691f85-7216-4d2a-afa7-c000a14b16fe,0.029618237,3934,3967,1,33.085353000000005,231.8764839240813,6,10,0,1,1,1,0,4,0,0,11,9,0,0,1,0,2,1,2,0,0,0,0,1,0,0,3,22,17,13,8,0.6334303736050461,0,11.69144986731757,12.334513765839782,2,86.30888333333334
148,LeverkusenVSBorussiaMönchengladbach_Home,1,6807107f-cda7-4197-b8a2-bfa3fa3e14fa,1a202039-18ec-4d85-bc06-f89a1e23ca91,0.051984634,343,447,1,92.2250341,661.9097114535621,9,31,6,0,0,0,3,1,4,0,7,5,2,0,6,13,6,8,0,9,12,16,0,0,0,7,18,19,54,37,32,0.5052787764652171,4,21.633538776631063,21.062340720833554,1,7.076266666666666
149,LeverkusenVSBorussiaMönchengladbach_Home,1,124c48e0-e083-4fee-9f6d-c1e9fe5eefcd,ed2efefc-6525-4fab-8309-12c7dbc6a97b,0.022191128,765,775,1,8.012194,45.37250742254339,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,19,19,4,4,3,0.5280898876404494,3,26.955147931332146,17.1041613780509,1,11.0091
150,LeverkusenVSBorussiaMönchengladbach_Home,1,0bcb7edd-0d2e-45d9-a2eb-695e15a30e56,e7369947-134d-49cd-af32-047e4787a072,0.06481088,1071,1159,1,55.08406100300001,444.048644336191,10,23,0,4,1,0,1,1,0,0,1,9,19,1,3,9,1,3,0,0,6,8,0,9,7,5,11,22,41,33,28,0.5195543603534384,1,17.34041521994211,22.841004438914347,1,17.8247
151,LeverkusenVSBorussiaMönchengladbach_Home,1,a0f8cecf-9282-4671-b2d7-caa400ebbc95,e1231db3-4e5e-448c-b7fa-e404ee32bb5e,0.024915434,1163,1166,1,4.403107,29.904902387243034,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,15,19,1,2,0,1.0,1,27.69295939404093,16.11077429964433,1,18.239533333333334
152,LeverkusenVSBorussiaMönchengladbach_Home,1,8e08805a-6516-4ce6-b856-75e3e8169499,83b23458-4cb6-425d-95f7-5a5ddfaa3ae8,0.52369204,1402,1416,2,9.988048000000001,72.57592361363842,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,23,22,6,5,4,0.5060240963855421,5,9.876234100101112,46.001930023944674,1,23.3132
153,LeverkusenVSBorussiaMönchengladbach_Home,1,805033d1-301e-4dc5-baad-542dab282ff4,3948ad82-21f2-458b-b1e8-7fbd923b7bb2,0.15255897799999998,1419,1507,2,70.57864199999999,517.5152919933762,10,25,0,4,1,0,1,2,0,0,6,10,8,0,0,9,6,8,0,0,14,14,2,2,2,0,20,22,42,29,33,0.5078697210534517,3,17.35655495770978,27.7885465428308,1,24.829983333333335
154,LeverkusenVSBorussiaMönchengladbach_Home,1,53ce4532-f4e8-4405-ba9d-97cc86cfbe10,cd766593-74f7-4911-b128-f16ac4b696d1,0.034224097,2040,2110,1,65.638678006,445.39877671357624,9,22,0,0,2,0,0,0,1,2,2,1,5,1,3,3,19,7,6,8,2,2,0,7,0,0,14,22,33,25,22,0.5191285312206818,1,21.459729728027796,14.841677746071882,1,36.46843333333333
155,LeverkusenVSBorussiaMönchengladbach_Home,1,439065d1-ad52-4d1e-8739-dc8eadd99312,2965b99e-0108-4e7d-97dc-efcf09008d28,0.040416725,2212,2268,1,59.510699999999986,390.6002272594903,9,18,0,0,2,0,0,5,1,0,2,5,2,2,1,5,1,17,0,2,9,3,0,0,0,0,12,18,19,19,14,0.5625328428796638,2,25.71303171545511,18.797870071860093,1,39.38905
156,LeverkusenVSBorussiaMönchengladbach_Home,1,50082789-7bb3-4919-aeaa-38b0f575fa52,a13306ac-583a-4279-95ca-66929e6f8e55,0.056421287,2399,2583,1,145.5545951,1007.7707312358298,10,52,1,3,7,2,9,6,8,2,2,0,1,0,3,8,3,10,22,36,13,16,15,14,3,1,6,22,83,74,56,0.5097296240160367,3,18.99315666233499,24.96525813548918,1,45.4286
157,LeverkusenVSBorussiaMönchengladbach_Home,1,1255ee6c-125c-4ad0-bee3-9c8f6e2116a5,acfd2d84-8125-4195-892f-42d268d80bd9,0.152364364,2926,3003,2,77.97448000000003,427.0791428334402,9,23,0,1,1,1,0,0,0,0,2,6,5,4,0,0,22,13,8,4,0,2,4,2,2,1,10,18,33,25,25,0.5227488151658768,3,27.07803537925158,17.332651454320818,2,54.12063333333333
158,LeverkusenVSBorussiaMönchengladbach_Home,1,0cb17af2-dcd3-485a-9ca5-befb6e634f00,63bbf0ee-368f-4ea8-a891-ae4184f7b6a6,0.29035935,3052,3083,1,34.25100899999999,233.0264158847994,8,9,0,4,0,0,1,6,0,0,3,2,0,0,0,2,0,1,0,1,8,0,0,3,1,0,9,22,16,11,11,0.5377772361686571,0,16.05241414865689,26.425470848993957,2,56.18223333333333
159,LeverkusenVSBorussiaMönchengladbach_Home,1,39eaab58-b7b2-4ca4-9fa4-50eb871b7101,4ac17373-2d42-4015-9f2e-70d4e0a15117,0.036461674,3087,3139,1,55.64288,329.4037973486538,7,14,0,6,1,0,0,0,0,1,3,6,0,0,1,5,5,0,11,9,0,0,0,2,2,1,9,22,25,21,13,0.5243382682817406,3,21.43501807790234,20.849933004479112,2,57.40356666666666
160,LeverkusenVSBorussiaMönchengladbach_Home,1,916a4a46-5823-444d-9472-213c4104fa8e,de00ee55-2bdd-48f5-98e1-646faf52e405,0.15354185,3289,3297,1,9.784118999999999,90.03939573093994,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,1,0,15,22,3,4,1,0.9713701431492842,0,14.632156368765335,30.35692647599934,2,59.69636666666666
161,LeverkusenVSBorussiaMönchengladbach_Home,1,ac9967b4-f720-4a0c-9505-abd47ae6ae13,86f2517b-b1cd-466e-bf1a-fa4513a924ac,0.019440634,3337,3568,1,190.46868200300005,1273.043793250457,11,71,0,1,6,1,4,7,7,3,9,7,9,8,27,23,8,4,37,27,18,11,12,1,2,0,7,19,101,75,73,0.5103241756328564,4,32.08769234457348,14.836394370042248,2,64.69003333333333
162,LeverkusenVSBorussiaMönchengladbach_Home,1,d75a9f04-2133-444b-8f8f-a08ceb25a858,aa9bfedc-58a8-4e4b-89e9-22d148bcd43f,0.08024687,3712,3762,2,33.586280020000004,234.29076148415237,7,11,0,4,3,0,0,1,3,0,0,0,0,0,3,0,1,3,1,12,2,0,5,4,9,0,13,22,23,23,12,0.5172360488483536,1,21.213674834879498,16.771560564127935,2,68.50104999999999
163,LeverkusenVSBorussiaMönchengladbach_Home,1,0d31867c-3cd9-48fe-8549-1be0a48ede76,fb16fbeb-e680-4d11-9bf0-4432c276ccfc,0.023267351,3843,3884,1,31.81775,259.6263196368336,9,10,0,0,2,1,1,1,0,0,0,0,2,0,0,2,2,1,3,4,6,4,6,6,0,0,11,18,21,15,12,0.5262563523433089,2,29.068883707497267,15.158791630736054,2,71.56838333333333
164,LeverkusenVSBorussiaMönchengladbach_Home,1,634fa2d4-46bb-4b8b-8ce9-34637603d0d5,ef3e1967-7359-48a6-a003-0693143a8e40,0.027891,4140,4171,1,24.872478999999995,159.5774145785442,7,9,0,1,1,0,0,0,2,0,2,0,0,0,5,0,0,0,3,11,3,0,0,0,4,0,13,19,13,16,6,0.5233843537414966,3,26.34729587642724,16.54057964673195,2,78.11466666666666
165,LeverkusenVSBorussiaMönchengladbach_Home,1,f80ee030-3e40-433f-ac02-7b1c011bea84,415131ce-3f35-4058-81e9-ab9b7fa7cf1b,0.08202779,4406,4431,1,15.825603,103.46785762375423,7,7,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,5,25,23,11,8,9,0.4927056992802957,2,15.769908052997645,22.919863081572558,2,83.72056666666667
166,LeverkusenVSBorussiaMönchengladbach_Home,1,5b8908e9-865e-46b1-b1df-5b8f6c4b9056,574d9562-e31f-49c9-960d-4fd99e4faff8,0.15246792,4560,4642,1,79.65092899999999,642.4004436472773,10,24,0,6,9,2,3,0,0,3,8,0,2,0,2,0,0,2,17,5,3,3,9,5,3,0,8,23,45,32,24,0.5166666666666667,4,6.161168720299744,69.4022542519892,2,88.11108333333334
167,LeverkusenVSBorussiaMönchengladbach_Home,1,8278ca04-b002-4e54-9f39-ad616c3c4ea4,368bd61f-a918-49c3-8f81-940ac00618d8,0.46755963,4736,4785,2,38.63842399999999,264.42036795218786,10,13,0,5,2,0,0,0,0,1,6,3,0,1,12,0,4,0,3,0,2,1,0,4,3,3,2,22,21,20,13,0.5740024022420926,1,5.315072906367322,77.99063742429212,2,91.44065
168,LeverkusenVSBorussiaMönchengladbach_Home,1,c3871fef-f58b-4401-be6e-76f47a795c4e,a37a85b2-d937-40c1-a776-ef15d70bc023,0.06949777,4818,4852,1,40.87482499999999,331.8280731923715,8,9,0,2,0,0,1,5,0,0,2,0,0,0,0,5,2,3,3,0,4,3,0,3,2,0,15,23,20,17,8,0.5296875,4,9.002777349240619,50.482783032064766,2,93.45218333333332
169,LeverkusenVSBorussiaMönchengladbach_Home,1,87010125-117a-4571-a62b-4345f4885d70,3e1fe378-7d7f-4634-a178-7b707d303ddd,0.025872136,4859,4890,1,33.23520799999999,249.58517911841835,8,9,0,4,0,0,0,4,0,0,0,0,0,0,3,3,2,1,1,3,6,0,0,0,2,3,2,19,16,15,8,0.5882483370288248,3,24.12343259156955,18.97915396983595,2,94.43071666666667
170,LeverkusenVSDarmstadt98_Away,0,d7cb80a9-1cf1-43d3-b140-a31ac0ff4389,39c12745-6c43-41f9-a4a7-0bed6d7cd4d4,0.10161012,728,826,1,90.25944099999998,495.45398918261236,8,28,0,0,4,5,0,0,2,2,2,3,1,6,29,9,0,0,17,0,0,0,10,9,0,0,8,22,39,37,29,0.5289019463826663,3,17.33262819078515,25.908846375437157,1,15.34295
171,LeverkusenVSDarmstadt98_Away,0,d79d031b-54ec-4e6e-bd2a-83dbd6dd838b,03033c90-14d8-4011-9a51-5e84d32afd8d,0.027469864,896,912,1,10.13411,61.658218223044265,5,4,0,0,0,0,0,0,2,0,3,0,1,0,1,4,0,0,0,3,0,0,0,0,3,0,9,23,8,9,3,0.623281393217232,1,20.58761763779384,14.189498626137846,1,17.776833333333332
172,LeverkusenVSDarmstadt98_Away,0,7598f02d-2a2b-4a56-b649-2f4d142616ab,f7014a80-89ff-4fce-b5c5-66231ebecf0f,0.02738129,1129,1173,1,51.252838,280.1291740410677,9,13,0,1,1,0,7,2,0,0,1,14,4,3,0,5,1,0,0,0,0,5,0,0,1,0,3,23,21,19,12,0.6281550871714806,2,24.288680491125902,15.739662238328249,1,24.250883333333334
173,LeverkusenVSDarmstadt98_Away,0,2c1d7ae5-7b3c-49c8-9b24-086c1d623a20,1bdc2e45-7c4f-4944-a172-11195f5eeb01,0.043250825,1469,1512,1,35.54227,204.33050189734246,8,12,2,1,1,0,1,0,1,0,5,0,0,0,1,0,0,0,1,9,6,2,3,0,3,7,17,18,20,15,12,0.5049720063507981,1,25.60410123398202,18.39497441838707,1,31.59575
174,LeverkusenVSDarmstadt98_Away,0,dad539ba-e148-461c-984c-c2c06a3c07ab,c173e9c3-9db5-47d0-a476-10dcfb9d0e0c,0.11852788,1518,1534,1,13.561449000000001,113.3537434236962,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,3,1,2,0,16,23,7,8,4,0.5854572713643178,1,8.881441324469812,45.7798531194744,1,32.10725
175,LeverkusenVSDarmstadt98_Away,0,ca6a0a11-729a-45f3-91fc-8f6e2f586e55,78de2c60-2a44-422c-9695-362c1249ce9e,0.5136909,1812,1835,1,20.824765000000003,75.96793828435639,4,3,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,3,0,19,23,9,8,8,0.5212368331634387,2,8.78464569575802,49.95292324334188,1,40.7097
176,LeverkusenVSDarmstadt98_Away,0,56656dde-9b48-409f-bf1d-c7ca17d1e4fe,51ae714c-bb96-4cad-80c0-72065a9dfe56,0.224371299,1839,1924,3,67.44901200000001,383.83746767302114,9,24,0,0,4,0,0,0,1,0,0,7,8,4,29,13,3,0,6,5,0,0,0,5,0,0,11,22,37,34,24,0.5256855258590766,4,17.487424052730002,26.45654466349475,1,42.4547
177,LeverkusenVSDarmstadt98_Away,0,ad5e6c9f-e35e-4405-8ef1-9b749cf1d9a1,ad5e6c9f-e35e-4405-8ef1-9b749cf1d9a1,0.1190427,2005,2005,1,0.703015,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,23,0,0,0,,2,20.549695861496343,22.895487279089924,1,44.4461
178,LeverkusenVSDarmstadt98_Away,0,1bcb16a6-d77b-4121-bdb7-98169432365c,6f1e0283-4b51-4c81-8af1-26ed572cb9ad,0.08595843,2251,2294,1,30.256629999999998,243.20401299226953,10,12,0,1,0,2,0,0,1,0,3,0,10,2,6,9,1,0,0,2,0,0,4,0,2,0,14,23,17,16,15,0.535005224660397,4,8.02309167341369,56.03440869772958,2,49.53655
179,LeverkusenVSDarmstadt98_Away,0,e3095912-e405-4239-9c9d-dd3e26379003,3784e39a-37f5-4ae2-929c-cf571841e76c,0.10756206,2351,2403,1,53.377815000000005,397.9533912308588,10,16,0,4,0,0,6,6,6,1,5,7,2,3,4,1,1,2,0,2,1,0,0,0,2,0,13,23,28,19,19,0.5267623014036712,1,16.211415730897784,21.0208508810804,2,51.74515
180,LeverkusenVSDarmstadt98_Away,0,26c0998d-3be1-4c67-9ab1-7f49516a6640,c89e31ca-42d2-4b23-be55-60738048ff65,0.052544177,2656,2697,1,46.808033,299.12844032617295,9,13,2,3,0,0,1,3,2,0,6,8,1,1,4,3,4,0,0,0,1,0,0,0,3,0,2,23,19,17,11,0.7719112988384372,1,18.245273360517242,20.98368103915801,2,58.49378333333333
181,LeverkusenVSDarmstadt98_Away,0,8c35f1bd-dabd-482f-96d5-8f656b974641,13da8d80-e39c-4cfe-bf75-bc22716a1be8,0.080301422,2870,2987,3,86.61825799999998,572.1427608486077,10,29,0,3,7,5,0,3,5,6,0,1,0,0,8,3,3,3,12,29,6,0,12,9,0,0,8,19,56,47,40,0.5080767595797656,4,39.67883566840136,12.029688026251826,2,65.73881666666666
182,LeverkusenVSDarmstadt98_Away,0,58dee723-be6c-4a27-b670-2d3d82a565fa,d780df53-2b82-4f20-b0ad-492a08d4322f,0.10973638,3060,3381,1,283.17949403999995,1751.970424351182,11,93,0,6,5,2,6,13,27,15,31,22,47,27,24,21,20,4,11,16,5,8,4,8,0,0,12,22,150,119,120,0.5075102734873176,4,13.078226179417452,34.123523370864866,2,72.75348333333334
183,LeverkusenVSDarmstadt98_Away,0,c71f1d13-c57b-4c85-971b-e66b3fa7839d,119ea323-b77a-4b4c-bcf0-19e8e53ecb62,0.065652676,3465,3473,1,5.902072,21.2100191254957,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,24,23,3,2,2,0.4914346895074946,3,21.639316070523122,20.860293272287862,2,74.757
184,LeverkusenVSDarmstadt98_Away,0,31ebec76-844e-4489-bd55-22ba6baa309e,e00eafcc-b394-4686-837d-2c15ee2f6cea,0.098569624,3491,3502,1,8.866957999999999,124.71530333541043,4,3,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,2,0,1,1,0,3,22,8,6,3,0.6825962910128389,1,17.432441022415652,26.748165728332108,2,75.682
185,LeverkusenVSDarmstadt98_Away,0,d3ebd28c-8b24-4ddf-9e11-d86d191e7b19,39476eb8-891a-4690-91f8-9f838a6838a0,0.17624736,4132,4172,1,36.777122999999996,285.09818961621414,8,10,0,0,0,0,0,1,6,2,0,2,2,1,2,0,4,8,0,7,0,3,0,0,2,0,13,23,21,15,14,0.531193802738968,1,15.541557193537587,25.407718471636755,2,92.97998333333334
186,LeverkusenVSDarmstadt98_Home,1,ddadd240-6377-490e-a404-b37b67a30fd4,30439125-dd53-46d2-95b0-e188be25443c,0.024206681,18,114,1,84.564730001,671.6311139446494,10,33,0,1,2,0,1,2,5,0,5,8,15,7,4,7,8,3,2,3,9,6,0,2,4,3,6,22,45,34,26,0.5348270823185582,3,14.244297104455525,32.617297346436175,1,1.8811166666666668
187,LeverkusenVSDarmstadt98_Home,1,d2e0289b-8116-4401-a890-c839d2722444,8245ac64-0941-4583-8527-e3465503a2d2,0.07206045,283,379,1,75.49527900000001,533.4029592179708,9,28,0,1,2,0,3,0,0,1,10,8,2,3,16,7,11,6,9,2,6,0,0,5,3,1,10,22,44,39,29,0.5247502441222864,1,12.88759093081403,35.0067715802045,1,8.58355
188,LeverkusenVSDarmstadt98_Home,1,a30d89a2-2b69-4712-932b-e215bcbca259,dfdc0641-7acd-4c48-ad8d-e79d30a8c6bd,0.17397805,627,773,1,113.60053503300003,967.6501873752985,11,44,2,5,1,0,0,5,8,0,9,3,6,6,9,12,14,11,0,8,20,7,0,5,4,11,6,22,70,57,40,0.5175977235285308,2,14.669696656713803,32.23469885058549,1,15.603983333333334
189,LeverkusenVSDarmstadt98_Home,1,89cac510-30de-4a23-9d36-f4d8e64ec46d,f06960bb-8800-42b1-a093-0d6e17c07720,0.10229416599999999,857,902,2,40.789021,202.51858801391467,8,9,0,4,0,0,1,1,0,0,11,5,3,0,0,2,1,3,0,0,8,5,0,0,1,1,9,19,24,19,12,0.530772541424575,3,21.666794871415572,21.570980974764915,1,18.711033333333333
190,LeverkusenVSDarmstadt98_Home,1,ff742b91-ad13-4bb6-a6ac-9039843f3d2e,547273b1-5db0-4fe1-967c-bef13f3218e0,0.2702139,939,949,1,7.470849,75.33004115966023,2,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,8,23,6,6,2,0.6228840125391849,2,10.44030650891055,30.550897246508182,1,20.300816666666666
191,LeverkusenVSDarmstadt98_Home,1,6a95128e-5f15-4ffe-ad0b-158a7d78a336,2182ed35-9bd3-47ec-b8d7-223164067eff,0.317910023,1212,1271,3,36.934771,275.077174242808,10,14,0,4,2,0,1,0,1,0,0,6,2,0,0,0,3,3,3,13,5,7,0,2,5,3,7,23,23,22,16,0.5439945493478685,0,15.961516218705542,18.915454592914895,1,32.27023333333333
192,LeverkusenVSDarmstadt98_Home,1,da8142d4-8b0f-4160-be3a-ab943784b41c,cd149a09-7caa-4c10-8437-65b783fbff7a,0.04052658,1277,1309,1,31.174844999999994,215.1344273420172,9,10,0,0,3,0,0,2,0,1,0,8,1,4,2,4,0,0,1,2,0,0,2,3,0,0,12,18,15,14,9,0.5822942643391521,2,25.00599928017275,19.319047548503747,1,33.44996666666667
193,LeverkusenVSDarmstadt98_Home,1,bfba8be0-806c-4697-9286-d6fa2bb0e9f5,12b62923-206e-440a-ad6b-30b7fe572bb1,0.043045048,1373,1465,1,75.00645500300001,465.23228732599677,10,28,0,1,3,1,0,1,4,0,0,3,2,2,0,8,8,0,7,21,14,0,6,10,1,1,12,18,35,32,25,0.5214082792207791,3,23.182105167564053,20.89360452217985,1,36.871433333333336
194,LeverkusenVSDarmstadt98_Home,1,3ad75026-2a0f-4f17-9a68-1b9a086fad6a,6a363b73-4565-40d9-8f8a-e7837cc73c7f,0.135011064,1591,1657,2,50.31298900299999,365.45641096422054,9,20,1,4,2,0,1,2,0,1,2,0,0,0,4,9,8,3,4,12,4,3,0,5,0,2,9,22,31,25,21,0.5213171262699564,2,21.614809737770074,17.872776005750605,1,42.02305
195,LeverkusenVSDarmstadt98_Home,1,b5ae6424-68a1-45ee-970c-09bb0da70d2d,b3bbac04-dc3c-4889-83e7-9868afb9ba19,0.060544346,1769,1805,1,33.527162003,206.68141009141365,8,11,0,0,0,0,0,0,1,0,0,0,2,5,3,6,4,1,0,14,1,0,0,0,0,0,12,19,12,11,6,0.6194539249146758,2,22.51976909295475,20.754019329604436,1,45.70305
196,LeverkusenVSDarmstadt98_Home,1,22ebd8d3-f37d-4bd2-9e80-80aeb566227f,933eaeb4-790d-4c46-a136-6c291eece25b,0.06972993,2060,2180,1,108.53924200300004,908.669705690301,10,36,0,2,8,0,0,0,3,0,7,8,9,4,4,18,13,9,0,14,2,5,0,8,5,1,15,23,54,45,32,0.5129263799784031,7,16.597891432347666,28.942783694904826,2,48.13543333333333
197,LeverkusenVSDarmstadt98_Home,1,69c1e706-38c3-4454-8973-190be89d3db6,6dc0e544-2214-4837-887f-8a28b6433a6e,0.40243378,2613,2680,1,55.22742199999999,439.09889975582496,9,20,0,3,1,0,3,2,3,3,9,4,5,0,12,5,1,3,4,3,3,1,0,3,0,0,13,22,31,24,18,0.5266597867217063,1,10.679419459877021,34.77161111472496,2,60.35886666666667
198,LeverkusenVSDarmstadt98_Home,1,db5479ef-0a0d-4c34-a06a-bce5104675b7,9759f942-0563-4e9a-b364-8b69988285a3,0.085164204,2749,2804,1,62.09976100300001,376.50200255069615,8,15,1,0,1,0,2,8,0,0,0,14,9,6,1,5,1,0,0,3,0,0,0,5,0,0,6,22,26,18,15,0.5825005098919028,0,11.859595271340417,14.245822066243688,2,63.670649999999995
199,LeverkusenVSDarmstadt98_Home,1,9646980b-5716-4da5-a785-a352a3d408e3,e7ac5718-de26-4338-af82-f95b2183f4e6,0.056515876,2828,2871,1,39.628918002999995,243.05889429159754,8,13,0,0,3,0,0,3,3,3,0,4,12,6,0,1,2,0,0,2,4,0,0,1,0,0,3,19,18,18,6,0.6754863813229571,2,22.328905033610578,20.01041005812159,2,66.9948
200,LeverkusenVSDarmstadt98_Home,1,3cee8863-208b-4422-8c54-f688fbf98b8e,b1091200-d833-4a03-a9d3-f4c0c350014a,0.07369121,2994,3012,1,11.015963002,106.18858933006285,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,2,3,0,17,22,6,5,3,0.557979797979798,1,9.042676594902634,45.988399068507995,2,71.80136666666667
201,LeverkusenVSDarmstadt98_Home,1,0f8c8e57-3769-408b-a168-1ccb683d4d6f,0f8c8e57-3769-408b-a168-1ccb683d4d6f,0.009121279,3158,3158,1,1.090582,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,22,0,0,0,,1,27.3034796317246,13.200810545618452,2,73.79623333333333
